[2021-11-24 09:10:33,441] I Kiwoom.py | Kiwoom-__init__-0051 I DEBUG    > Kiwoom() class start.
[2021-11-24 09:10:40,141] I Kiwoom.py | Kiwoom-get_login_info-0711 I DEBUG    > 계좌번호 : 8010187611
[2021-11-24 09:10:40,261] I Kiwoom.py | Kiwoom-msg_slot-0244 I DEBUG    > 스크린: 2000, 요청이름: 예수금상세현황요청, tr코드: opw00001 --- [100000] 모의투자 조회완료
[2021-11-24 09:10:40,262] I Kiwoom.py | Kiwoom-_opw00001-0774 I DEBUG    > 예수금 : 35154654
[2021-11-24 09:10:40,329] I Kiwoom.py | Kiwoom-msg_slot-0244 I DEBUG    > 스크린: 2000, 요청이름: 계좌평가잔고내역요청, tr코드: opw00018 --- [100000] 모의투자 조회완료
[2021-11-24 09:10:40,330] I Kiwoom.py | Kiwoom-_opw00018-0935 I DEBUG    > 계좌평가잔고내역요청 싱글데이터 : 71,115,099 - -2,554,426 - -3.59
[2021-11-24 09:10:40,334] I Kiwoom.py | Kiwoom-_opw00018-0963 I DEBUG    > sPreNext : 
[2021-11-24 09:10:40,415] I MySQL_control.py | Kiwoom-logging_print-0065 I DEBUG    > SUCCESS LOAD stocks_portfolio TABLE LIST FROM DB!
[2021-11-24 09:10:40,597] I MySQL_control.py | Kiwoom-logging_print-0065 I DEBUG    > SUCCESS LOAD 강환국_울트라_소형주_DATA FROM DB!
[2021-11-24 09:10:43,617] I Kiwoom.py | Kiwoom-msg_slot-0244 I DEBUG    > 스크린: , 요청이름: , tr코드:  ---  조회가 완료되었습니다.
[2021-11-24 09:10:46,165] I MySQL_control.py | Kiwoom-logging_print-0065 I DEBUG    > SAVE SUCCESS TO DB!
[2021-11-24 09:10:46,166] I Kiwoom.py | Kiwoom-read_code-0440 I DEBUG    > SUCCESS UPDATE meme_portfolio
[2021-11-24 09:11:06,765] I DATA_PROC.py | Kiwoom-order_emit-0053 I DEBUG    > order_queue put :['매도', ['신규매도', '6001', '8010187611', 2, '161000', '000000000000393', 0, '03', '']]
[2021-11-24 09:11:06,767] I Kiwoom.py | Kiwoom-order_stock-0178 I DEBUG    > 신규매도 전달 성공
[2021-11-24 09:11:06,804] I Kiwoom.py | Kiwoom-msg_slot-0244 I DEBUG    > 스크린: 6001, 요청이름: 신규매도, tr코드: KOA_NORMAL_SELL_KP_ORD --- [100000] 모의투자 매도주문완료
[2021-11-24 09:11:11,943] I DATA_PROC.py | Kiwoom-order_emit-0053 I DEBUG    > order_queue put :['매도', ['신규매도', '6001', '8010187611', 2, '021320', '000000000000513', 0, '03', '']]
[2021-11-24 09:11:11,946] I Kiwoom.py | Kiwoom-order_stock-0178 I DEBUG    > 신규매도 전달 성공
[2021-11-24 09:11:12,019] I Kiwoom.py | Kiwoom-msg_slot-0244 I DEBUG    > 스크린: 6001, 요청이름: 신규매도, tr코드: KOA_NORMAL_SELL_KP_ORD --- [100000] 모의투자 매도주문완료
[2021-11-24 09:11:17,078] I DATA_PROC.py | Kiwoom-order_emit-0053 I DEBUG    > order_queue put :['매도', ['신규매도', '6001', '8010187611', 2, '036530', '000000000000210', 0, '03', '']]
